ADC Read (10 bits)
Muestra	 PWM_percent	 ADC
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,1
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
149,0,0
150,0,0
151,50,0
152,50,2
153,50,28
154,50,48
155,50,62
156,50,83
157,50,103
158,50,117
159,50,131
160,50,143
161,50,144
162,50,138
163,50,132
164,50,139
165,50,149
166,50,213
167,50,202
168,50,251
169,50,253
170,50,261
171,50,258
172,50,244
173,50,196
174,50,196
175,50,254
176,50,320
177,50,346
178,50,358
179,50,358
180,50,336
181,50,280
182,50,251
183,50,277
184,50,336
185,50,387
186,50,377
187,50,351
188,50,265
189,50,291
190,50,386
191,50,441
192,50,451
193,50,429
194,50,363
195,50,301
196,50,319
197,50,456
198,50,447
199,50,419
200,50,306
201,50,353
202,50,462
203,50,505
204,50,509
205,50,456
206,50,333
207,50,357
208,50,493
209,50,504
210,50,451
211,50,338
212,50,418
213,50,555
214,50,560
215,50,527
216,50,384
217,50,374
218,50,512
219,50,544
220,50,507
221,50,352
222,50,459
223,50,592
224,50,584
225,50,513
226,50,381
227,50,570
228,50,544
229,50,525
230,50,380
231,50,480
232,50,553
233,50,592
234,50,591
235,50,393
236,50,505
237,50,561
238,50,571
239,50,381
240,50,386
241,50,464
242,50,510
243,50,487
244,50,383
245,50,417
246,50,465
247,50,483
248,50,360
249,50,467
250,50,568
251,50,598
252,50,412
253,50,442
254,50,493
255,50,499
256,50,388
257,50,405
258,50,469
259,50,524
260,50,397
261,50,448
262,50,549
263,50,587
264,50,403
265,50,433
266,50,519
267,50,549
268,50,411
269,50,423
270,50,481
271,50,514
272,50,375
273,50,482
274,50,602
275,50,637
276,50,439
277,50,484
278,50,532
279,50,364
280,50,395
281,50,466
282,50,535
283,50,550
284,50,438
285,50,557
286,50,617
287,50,424
288,50,451
289,50,545
290,50,574
291,50,430
292,50,453
293,50,513
294,50,536
295,50,414
296,50,561
297,50,656
298,50,640
299,50,477
300,50,539
301,50,551
302,50,413
303,50,461
304,50,541
305,50,573
306,50,448
307,50,571
308,50,640
309,50,439
310,50,477
311,50,572
312,50,589
313,50,445
314,50,483
315,50,542
316,50,401
317,50,475
318,50,629
319,50,686
320,50,474
321,50,528
322,50,573
323,50,438
324,50,441
325,50,531
326,50,588
327,50,445
328,50,556
329,50,651
330,50,448
331,50,474
332,50,578
333,50,605
334,50,456
335,50,493
336,50,555
337,50,409
338,50,499
339,50,655
340,50,701
341,50,488
342,50,553
343,50,586
344,50,448
345,50,474
346,50,565
347,50,599
348,50,474
349,50,613
350,50,673
351,50,455
352,50,538
353,50,620
354,50,459
355,50,473
356,50,544
357,50,576
358,50,446
359,50,616
360,50,711
361,50,491
362,50,539
363,50,594
364,50,453
365,50,457
366,50,553
367,50,608
368,50,468
369,50,603
370,50,682
371,50,459
372,50,529
373,50,621
374,50,418
375,50,475
376,50,545
377,50,583
378,50,451
379,50,626
380,50,721
381,50,497
382,50,551
383,50,603
384,50,460
385,50,472
386,50,571
387,50,613
388,50,485
389,50,630
390,50,693
391,50,461
392,50,562
393,50,637
394,50,477
395,50,499
396,50,569
397,50,423
398,50,505
399,50,680
400,50,730
401,50,515
402,50,587
403,50,608
404,50,442
405,50,520
406,50,605
407,50,461
408,50,562
409,50,682
410,50,475
411,50,507
412,50,621
413,50,627
414,50,479
415,50,546
416,50,594
417,50,445
418,50,626
419,50,736
420,50,508
421,50,564
422,50,618
423,50,468
424,50,489
425,50,587
426,50,619
427,50,516
428,50,663
429,50,702
430,50,483
431,50,605
432,50,648
433,50,484
434,50,531
435,50,594
436,50,430
437,50,593
438,50,729
439,50,520
440,50,554
441,50,619
442,50,469
443,50,478
444,50,581
445,50,628
446,50,502
447,50,656
448,50,710
449,50,481
450,50,598
451,50,653
452,50,488
453,50,532
454,50,597
455,50,432
456,50,592
457,50,736
458,50,553
459,50,557
460,50,624
461,50,472
